date,pk,pitcher_id,name,team,opp,home,hand,season_so,season_bf,season_gs,season_ip,prior_so,prior_bf,bf_l5,bf_season,exp_bf,p_pit,f_pit,lineup_src,lineup_n,lineup_k,f_lineup,pk_pa,exp_k,p_over_3.5,p_over_4.5,p_over_5.5,p_over_6.5,p_over_7.5,p_over_8.5,line_dk,over_dk,under_dk,line_fd,over_fd,under_fd,line_mgm,over_mgm,under_mgm,line_czr,over_czr,under_czr,alts,cons_line,p_over_cons,fair_over,fair_under,best_side,best_book,best_line,best_price,best_edge,odds_at,built_at,src,lock_lineup_n,lock_lineup_k,lock_f_lineup,lock_pk_pa,lock_exp_k,lock_p_over_3.5,lock_p_over_4.5,lock_p_over_5.5,lock_p_over_6.5,lock_p_over_7.5,lock_p_over_8.5,lock_cons_line,lock_p_over_cons,lock_fair_over,lock_fair_under,lock_best_side,lock_best_book,lock_best_line,lock_best_price,lock_best_edge,lock_odds_at,lock_built_at,started,k_actual,bf_actual,ip_actual,over_cons,best_result,lock_over_cons,lock_best_result,graded_at
2026-08-17,824320,608372,Tomoyuki Sugano,Colorado Rockies,Los Angeles Dodgers,1,R,66,474,21,113.7,106,675,23.2,22.68,23.07,0.1489,0.673,previous,9,0.2071,0.936,0.1386,3.15,0.3901,0.218,0.1065,0.046,0.0177,0.0061,2.5,-170,133,2.5,-158,124,2.5,-155,105,,,,"{""fd"":{""2.5"":[-158,null],""3.5"":[162,null],""4.5"":[400,null]},""czr"":{""1.5"":[-675,null],""2.5"":[-170,null],""3.5"":[147,null],""4.5"":[360,null],""5.5"":[850,null]},""dk"":{""1.5"":[-573,null],""2.5"":[-172,null],""3.5"":[150,null],""4.5"":[366,null],""5.5"":[870,null]},""mgm"":{""3.5"":[155,null],""2.5"":[-150,null],""4.5"":[340,null],""6.5"":[1100,null],""5.5"":[650,null]}}",2.5,0.6051,-153,+153,over,mgm,2.5,-155,0.0503,2026-08-17T15:32:01Z,2026-08-17T15:32:01Z,morning,9,0.2071,0.936,0.1386,3.15,0.3903,0.2182,0.1066,0.046,0.0177,0.0061,2.5,0.6053,-153,+153,over,mgm,2.5,-155,0.0505,2026-08-17T15:32:01Z,2026-08-17T21:45:06Z,1,3,24,5.0,1,W,1,W,2026-08-18T04:27:09Z
2026-08-18,824803,607074,Carlos Rodón,New York Yankees,Baltimore Orioles,0,L,52,194,9,46.3,203,789,22.6,21.64,22.36,0.2589,1.171,previous,9,0.2489,1.126,0.2898,6.3,0.8693,0.7578,0.6125,0.4541,0.307,0.1889,4.5,-162,127,4.5,-148,116,5.5,120,-175,,,,"{""fd"":{""2.5"":[-1100,null],""3.5"":[-360,null],""4.5"":[-162,null],""5.5"":[142,null],""6.5"":[265,null],""7.5"":[560,null]},""mgm"":{""5.5"":[120,null],""7.5"":[525,null],""3.5"":[-450,null],""4.5"":[-175,null],""6.5"":[260,null]},""czr"":{""3.5"":[-480,null],""4.5"":[-173,null],""5.5"":[125,null],""6.5"":[245,null],""7.5"":[475,null],""8.5"":[1000,null]},""dk"":{""2.5"":[-1140,null],""3.5"":[-372,null],""4.5"":[-162,null],""5.5"":[134,null],""6.5"":[276,null],""7.5"":[574,null],""8.5"":[1120,null]}}",4.5,0.7578,-313,+313,over,fd,5.5,142,0.1993,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.2534,1.147,0.2948,6.41,0.877,0.7704,0.629,0.4719,0.3234,0.2018,4.5,0.7704,-336,+336,over,fd,5.5,142,0.2158,2026-08-18T15:30:56Z,2026-08-18T19:31:26Z,1,4,17,4.0,0,L,0,L,2026-08-19T05:29:03Z
2026-08-18,824803,669358,Shane Baz,Baltimore Orioles,New York Yankees,1,R,122,598,24,139.3,176,711,23.2,24.72,23.58,0.2135,0.966,previous,9,0.2387,1.08,0.2307,5.48,0.7929,0.6428,0.4749,0.318,0.1927,0.1059,5.5,-156,122,5.5,-148,116,5.5,-155,105,,,,"{""fd"":{""3.5"":[-1100,null],""4.5"":[-400,null],""5.5"":[-148,null],""6.5"":[134,null],""7.5"":[280,null],""8.5"":[560,null]},""mgm"":{""5.5"":[-150,null],""4.5"":[-275,null],""6.5"":[125,null],""7.5"":[225,null],""3.5"":[-625,null]},""czr"":{""9.5"":[800,null],""3.5"":[-1450,null],""4.5"":[-380,null],""5.5"":[-164,null],""6.5"":[121,null],""7.5"":[225,null],""8.5"":[425,null]},""dk"":{""2.5"":[-3300,null],""3.5"":[-880,null],""4.5"":[-344,null],""5.5"":[-156,null],""6.5"":[130,null],""7.5"":[264,null],""8.5"":[540,null],""9.5"":[1080,null]}}",5.5,0.4749,+111,-111,under,dk,5.5,122,0.1,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.2453,1.11,0.2373,5.64,0.8097,0.6664,0.5015,0.3428,0.2124,0.1195,5.5,0.5015,-101,+101,under,dk,5.5,122,0.0735,2026-08-18T15:30:56Z,2026-08-18T19:46:31Z,1,10,25,6.3,1,L,1,L,2026-08-19T05:29:03Z
2026-08-18,823341,672456,Keider Montero,Detroit Tigers,Pittsburgh Pirates,0,R,86,515,20,128.7,72,389,23.2,22.73,23.08,0.1755,0.794,previous,9,0.2305,1.043,0.1835,4.17,0.5999,0.4107,0.2495,0.135,0.0653,0.0284,3.5,-125,-102,3.5,-125,-102,3.5,-130,-110,,,,"{""fd"":{""2.5"":[-370,null],""3.5"":[-125,null],""4.5"":[190,null],""5.5"":[420,null]},""mgm"":{""6.5"":[675,null],""5.5"":[350,null],""4.5"":[175,null],""3.5"":[-125,null],""2.5"":[-300,null]},""czr"":{""2.5"":[-360,null],""3.5"":[-136,null],""4.5"":[167,null],""5.5"":[360,null],""6.5"":[800,null]},""dk"":{""1.5"":[-1220,null],""2.5"":[-331,null],""3.5"":[-126,null],""4.5"":[187,null],""5.5"":[424,null],""6.5"":[960,null]}}",3.5,0.5999,-150,+150,over,mgm,3.5,-130,0.0809,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.2364,1.07,0.1885,4.29,0.6207,0.4328,0.2684,0.1483,0.0734,0.0327,3.5,0.6207,-164,+164,over,mgm,3.5,-130,0.1017,2026-08-18T15:30:56Z,2026-08-18T21:01:15Z,1,3,20,5.0,0,L,0,L,2026-08-19T05:29:03Z
2026-08-18,823341,677952,Braxton Ashcraft,Pittsburgh Pirates,Detroit Tigers,1,R,155,574,24,141.3,71,292,22.6,23.64,22.86,0.2608,1.18,previous,9,0.1982,0.897,0.2351,5.35,0.7782,0.623,0.453,0.2976,0.1766,0.0948,5.5,-136,107,5.5,-122,-104,5.5,-120,-120,,,,"{""fd"":{""2.5"":[-4000,null],""3.5"":[-800,null],""4.5"":[-310,null],""5.5"":[-122,null],""6.5"":[162,null],""7.5"":[320,null],""8.5"":[630,null]},""mgm"":{""4.5"":[-250,null],""5.5"":[-120,null],""3.5"":[-550,null],""6.5"":[160,null],""7.5"":[300,null]},""czr"":{""9.5"":[1000,null],""3.5"":[-950,null],""4.5"":[-295,null],""5.5"":[-136,null],""6.5"":[143,null],""7.5"":[270,null],""8.5"":[525,null]},""dk"":{""2.5"":[-3200,null],""3.5"":[-800,null],""4.5"":[-304,null],""5.5"":[-136,null],""6.5"":[155,null],""7.5"":[317,null],""8.5"":[650,null],""9.5"":[1320,null]}}",5.5,0.453,+121,-121,under,dk,5.5,107,0.091,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.2065,0.934,0.2445,5.56,0.8025,0.6566,0.4902,0.3318,0.2032,0.1127,5.5,0.4902,+104,-104,under,dk,5.5,107,0.0538,2026-08-18T15:30:56Z,2026-08-18T19:16:24Z,1,4,28,8.0,0,W,0,W,2026-08-19T05:29:03Z
2026-08-18,824398,687931,Carson Whisenhunt,San Francisco Giants,Cleveland Guardians,0,L,22,130,6,28.0,16,102,21.4,21.74,21.49,0.1875,0.848,previous,9,0.1863,0.843,0.1569,3.26,0.4144,0.237,0.1183,0.052,0.0203,0.0071,3.5,-115,-111,3.5,-120,-106,3.5,-120,-120,,,,"{""fd"":{""2.5"":[-350,null],""3.5"":[-120,null],""4.5"":[196,null],""5.5"":[430,null]},""mgm"":{""5.5"":[390,null],""6.5"":[750,null],""3.5"":[-115,null],""4.5"":[190,null],""2.5"":[-275,null]},""czr"":{""2.5"":[-380,null],""3.5"":[-127,null],""4.5"":[179,null],""5.5"":[380,null],""6.5"":[850,null]},""dk"":{""1.5"":[-1120,null],""2.5"":[-304,null],""3.5"":[-115,null],""4.5"":[207,null],""5.5"":[475,null],""6.5"":[1060,null]}}",3.5,0.4144,+141,-141,under,fd,3.5,-106,0.1002,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.1937,0.876,0.1635,3.39,0.4438,0.2616,0.1349,0.0613,0.0248,0.009,3.5,0.4438,+125,-125,under,dk,3.5,-103,0.078,2026-08-18T19:01:35Z,2026-08-18T19:01:35Z,1,1,23,4.0,0,W,0,W,2026-08-19T05:29:03Z
2026-08-18,824398,656492,Foster Griffin,Cleveland Guardians,San Francisco Giants,1,L,125,566,24,138.3,0,0,24.2,23.49,24.02,0.2209,1.0,previous,9,0.2095,0.948,0.2094,4.97,0.7288,0.5585,0.386,0.24,0.1345,0.0681,5.5,-119,-108,5.5,-106,-120,5.5,-130,-110,,,,"{""fd"":{""2.5"":[-3500,null],""3.5"":[-720,null],""4.5"":[-265,null],""5.5"":[-106,null],""6.5"":[180,null],""7.5"":[360,null]},""mgm"":{""5.5"":[-130,null],""4.5"":[-250,null],""3.5"":[-600,null],""7.5"":[270,null],""6.5"":[150,null]},""czr"":{""9.5"":[1200,null],""3.5"":[-800,null],""4.5"":[-260,null],""5.5"":[-122,null],""6.5"":[161,null],""7.5"":[300,null],""8.5"":[575,null]},""dk"":{""2.5"":[-2200,null],""3.5"":[-630,null],""4.5"":[-255,null],""5.5"":[-118,null],""6.5"":[173,null],""7.5"":[358,null],""8.5"":[710,null],""9.5"":[1440,null]}}",5.5,0.386,+159,-159,under,mgm,5.5,-110,0.133,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.2362,1.069,0.2361,5.61,0.8068,0.6622,0.4967,0.3383,0.2088,0.1169,5.5,0.4967,+101,-101,under,mgm,5.5,-110,0.0223,2026-08-18T19:01:35Z,2026-08-18T19:01:35Z,1,6,23,6.0,1,L,1,L,2026-08-19T05:29:03Z
2026-08-18,824475,681517,Kyle Leahy,St. Louis Cardinals,Cincinnati Reds,0,R,105,498,23,117.3,80,363,22.0,21.59,21.9,0.2136,0.967,previous,9,0.2554,1.156,0.2473,5.38,0.7824,0.629,0.4593,0.3029,0.1803,0.0969,5.5,121,-154,5.5,112,-142,5.5,-110,-135,,,,"{""fd"":{""2.5"":[-2500,null],""3.5"":[-530,null],""4.5"":[-225,null],""5.5"":[112,null],""6.5"":[230,null],""7.5"":[470,null]},""czr"":{""3.5"":[-590,null],""4.5"":[-213,null],""5.5"":[102,null],""6.5"":[196,null],""7.5"":[390,null],""8.5"":[800,null]},""dk"":{""2.5"":[-1300,null],""3.5"":[-417,null],""4.5"":[-174,null],""5.5"":[123,null],""6.5"":[258,null],""7.5"":[539,null],""8.5"":[1080,null]},""mgm"":{""5.5"":[-115,null],""7.5"":[340,null],""4.5"":[-250,null],""6.5"":[175,null],""3.5"":[-600,null]}}",5.5,0.4593,+118,-118,over,dk,5.5,121,0.032,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.2477,1.121,0.2397,5.21,0.7624,0.6021,0.4303,0.2771,0.1607,0.0842,5.5,0.4303,+132,-132,under,mgm,5.5,-135,0.0466,2026-08-18T15:30:56Z,2026-08-18T19:16:24Z,1,6,18,5.0,1,W,1,L,2026-08-19T05:29:03Z
2026-08-18,824475,671096,Andrew Abbott,Cincinnati Reds,St. Louis Cardinals,1,L,102,578,25,133.0,149,684,24.2,22.95,23.89,0.1873,0.848,previous,9,0.2074,0.939,0.1753,4.16,0.5971,0.408,0.2477,0.134,0.0649,0.0284,4.5,-108,-118,4.5,-113,-113,4.5,-140,-105,,,,"{""fd"":{""2.5"":[-950,null],""3.5"":[-310,null],""4.5"":[-113,null],""5.5"":[190,null],""6.5"":[420,null]},""czr"":{""2.5"":[-1000,null],""3.5"":[-310,null],""4.5"":[-120,null],""5.5"":[174,null],""6.5"":[350,null],""7.5"":[700,null]},""dk"":{""1.5"":[-3300,null],""2.5"":[-720,null],""3.5"":[-258,null],""4.5"":[-108,null],""5.5"":[203,null],""6.5"":[434,null],""7.5"":[940,null]},""mgm"":{""2.5"":[-650,null],""6.5"":[300,null],""4.5"":[-130,null],""3.5"":[-275,null],""5.5"":[150,null]}}",4.5,0.408,+145,-145,under,mgm,4.5,-105,0.1244,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.194,0.878,0.1636,3.89,0.5438,0.3542,0.204,0.1044,0.0478,0.0197,4.5,0.3542,+182,-182,under,mgm,4.5,-105,0.1783,2026-08-18T15:30:56Z,2026-08-18T19:16:24Z,1,6,26,6.3,1,L,1,L,2026-08-19T05:29:03Z
2026-08-18,822938,667755,José Soriano,Toronto Blue Jays,Tampa Bay Rays,0,R,134,553,24,133.7,152,724,21.4,22.95,21.79,0.2344,1.061,previous,9,0.1794,0.812,0.1909,4.15,0.5968,0.4072,0.2462,0.1323,0.0635,0.0274,4.5,106,-135,4.5,108,-138,4.5,-105,-140,,,,"{""fd"":{""2.5"":[-770,null],""3.5"":[-265,null],""4.5"":[108,null],""5.5"":[220,null],""6.5"":[470,null]},""czr"":{""2.5"":[-850,null],""3.5"":[-250,null],""4.5"":[100,null],""5.5"":[205,null],""6.5"":[425,null],""7.5"":[900,null]},""dk"":{""1.5"":[-2000,null],""2.5"":[-551,null],""3.5"":[-217,null],""4.5"":[104,null],""5.5"":[221,null],""6.5"":[470,null],""7.5"":[1000,null]},""mgm"":{""4.5"":[100,null],""2.5"":[-600,null],""5.5"":[200,null],""6.5"":[380,null],""3.5"":[-220,null]}}",4.5,0.4072,+146,-146,under,mgm,4.5,-140,0.0603,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.1771,0.802,0.1886,4.1,0.5873,0.3973,0.238,0.1266,0.0602,0.0257,4.5,0.3973,+152,-152,under,mgm,4.5,-135,0.0796,2026-08-18T19:01:35Z,2026-08-18T19:01:35Z,1,2,25,5.7,0,W,0,W,2026-08-19T05:29:03Z
2026-08-18,822938,607259,Nick Martinez,Tampa Bay Rays,Toronto Blue Jays,1,R,78,552,23,138.0,116,683,24.8,23.75,24.54,0.152,0.688,previous,9,0.1908,0.863,0.1297,3.21,0.4015,0.2278,0.1135,0.0501,0.0198,0.007,3.5,-105,-121,3.5,100,-128,3.5,110,-160,,,,"{""fd"":{""2.5"":[-320,null],""3.5"":[100,null],""4.5"":[220,null],""5.5"":[520,null]},""czr"":{""1.5"":[-1700,null],""2.5"":[-290,null],""3.5"":[-108,null],""4.5"":[210,null],""5.5"":[475,null],""6.5"":[1100,null]},""dk"":{""1.5"":[-950,null],""2.5"":[-272,null],""3.5"":[-105,null],""4.5"":[232,null],""5.5"":[547,null],""6.5"":[1220,null]},""mgm"":{""6.5"":[875,null],""3.5"":[110,null],""5.5"":[475,null],""2.5"":[-220,null],""4.5"":[230,null]}}",3.5,0.4015,+149,-149,under,dk,3.5,-121,0.0819,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.1893,0.857,0.1286,3.18,0.3957,0.2232,0.1105,0.0484,0.019,0.0067,3.5,0.3957,+153,-153,under,dk,3.5,-121,0.0876,2026-08-18T15:30:56Z,2026-08-18T19:31:26Z,1,5,22,3.7,1,L,1,L,2026-08-19T05:29:03Z
2026-08-18,823423,806188,Cade Gibson,Miami Marlins,Philadelphia Phillies,0,L,29,156,0,33.7,43,230,21.9,21.9,21.9,0.1954,0.884,previous,9,0.1867,0.845,0.1643,3.57,0.4815,0.2951,0.1588,0.0755,0.032,0.0122,,,,,,,,,,,,,,,,,,,,,,,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.1867,0.845,0.1643,3.57,0.4816,0.2952,0.1588,0.0756,0.032,0.0122,,,,,,,,,,2026-08-18T15:30:56Z,2026-08-18T19:01:35Z,1,1,7,1.3,,,,,2026-08-19T05:29:03Z
2026-08-18,823423,554430,Zack Wheeler,Philadelphia Phillies,Miami Marlins,1,R,137,454,20,115.3,195,585,19.8,22.6,20.5,0.3027,1.37,previous,9,0.2022,0.915,0.2795,5.52,0.7997,0.6539,0.4866,0.3273,0.1985,0.1086,7.5,115,-147,7.5,108,-138,6.5,-160,110,,,,"{""fd"":{""4.5"":[-1400,null],""5.5"":[-500,null],""6.5"":[-215,null],""7.5"":[108,null],""8.5"":[200,null],""9.5"":[400,null]},""dk"":{""3.5"":[-2500,null],""4.5"":[-830,null],""5.5"":[-363,null],""6.5"":[-171,null],""7.5"":[115,null],""8.5"":[222,null],""9.5"":[436,null],""10.5"":[850,null],""11.5"":[1600,null]},""czr"":{""9.5"":[330,null],""4.5"":[-1250,null],""5.5"":[-430,null],""6.5"":[-179,null],""7.5"":[106,null],""8.5"":[189,null]},""mgm"":{""6.5"":[-155,null],""8.5"":[225,null],""7.5"":[120,null],""5.5"":[-295,null],""4.5"":[-650,null]}}",7.5,0.1985,+404,-404,under,fd,7.5,-138,0.2548,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.2098,0.949,0.2889,5.71,0.8189,0.6817,0.5187,0.3578,0.223,0.1256,7.5,0.223,+348,-348,under,fd,7.5,-138,0.2303,2026-08-18T15:30:56Z,2026-08-18T20:17:05Z,1,7,20,5.0,0,W,0,W,2026-08-19T05:29:03Z
2026-08-18,824723,518876,Merrill Kelly,Arizona Diamondbacks,Boston Red Sox,0,R,82,542,22,125.0,167,748,22.0,24.31,22.58,0.1706,0.772,previous,9,0.1949,0.882,0.1493,3.4,0.4434,0.262,0.1358,0.0622,0.0254,0.0094,3.5,-137,108,3.5,-128,100,3.5,-140,-105,,,,"{""fd"":{""2.5"":[-370,null],""3.5"":[-128,null],""4.5"":[182,null],""5.5"":[420,null]},""mgm"":{""3.5"":[-135,null],""6.5"":[600,null],""2.5"":[-325,null],""4.5"":[160,null],""5.5"":[325,null]},""czr"":{""2.5"":[-460,null],""3.5"":[-148,null],""4.5"":[153,null],""5.5"":[330,null],""6.5"":[700,null]},""dk"":{""1.5"":[-1400,null],""2.5"":[-372,null],""3.5"":[-139,null],""4.5"":[172,null],""5.5"":[388,null],""6.5"":[920,null]}}",3.5,0.4434,+126,-126,under,dk,3.5,108,0.1025,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.2002,0.906,0.1537,3.5,0.4644,0.2803,0.1485,0.0696,0.0291,0.011,3.5,0.4644,+115,-115,under,dk,3.5,108,0.0815,2026-08-18T15:30:56Z,2026-08-18T19:31:26Z,1,2,23,4.0,0,W,0,W,2026-08-19T05:29:03Z
2026-08-18,824723,624133,Ranger Suarez,Boston Red Sox,Arizona Diamondbacks,1,L,110,445,21,108.0,151,651,16.8,21.33,17.93,0.2417,1.094,previous,9,0.1961,0.888,0.2151,3.82,0.5369,0.3459,0.1955,0.0974,0.043,0.017,4.5,-122,-104,4.5,-120,-106,4.5,-140,-105,,,,"{""fd"":{""2.5"":[-1200,null],""3.5"":[-350,null],""4.5"":[-120,null],""5.5"":[168,null],""6.5"":[350,null]},""mgm"":{""3.5"":[-295,null],""2.5"":[-750,null],""6.5"":[310,null],""4.5"":[-135,null],""5.5"":[155,null]},""czr"":{""2.5"":[-1250,null],""3.5"":[-335,null],""4.5"":[-134,null],""5.5"":[157,null],""6.5"":[305,null],""7.5"":[625,null],""8.5"":[1300,null]},""dk"":{""2.5"":[-860,null],""3.5"":[-289,null],""4.5"":[-122,null],""5.5"":[185,null],""6.5"":[413,null],""7.5"":[880,null],""8.5"":[1800,null]}}",4.5,0.3459,+189,-189,under,mgm,4.5,-105,0.1866,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.1988,0.9,0.2181,3.87,0.5473,0.3562,0.2035,0.1025,0.0458,0.0183,4.5,0.3562,+181,-181,under,mgm,4.5,100,0.1859,2026-08-18T19:01:35Z,2026-08-18T19:01:35Z,1,3,22,5.3,0,W,0,W,2026-08-19T05:29:03Z
2026-08-18,823586,592662,Robbie Ray,San Diego Padres,New York Mets,0,L,113,554,23,131.7,186,755,22.2,23.03,22.41,0.2138,0.968,previous,9,0.2235,1.011,0.2162,4.7,0.6907,0.5121,0.34,0.2019,0.1075,0.0516,4.5,-129,101,4.5,-113,-113,5.5,150,-220,,,,"{""fd"":{""2.5"":[-1000,null],""3.5"":[-330,null],""4.5"":[-113,null],""5.5"":[180,null],""6.5"":[390,null]},""czr"":{""2.5"":[-1700,null],""3.5"":[-360,null],""4.5"":[-139,null],""5.5"":[150,null],""6.5"":[305,null],""7.5"":[625,null],""8.5"":[1300,null]},""dk"":{""2.5"":[-930,null],""3.5"":[-317,null],""4.5"":[-129,null],""5.5"":[171,null],""6.5"":[369,null],""7.5"":[800,null],""8.5"":[1760,null]},""mgm"":{""7.5"":[525,null],""4.5"":[-135,null],""3.5"":[-295,null],""5.5"":[150,null],""6.5"":[300,null]}}",4.5,0.5121,-105,+105,under,mgm,5.5,-220,0.0278,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.2305,1.043,0.2231,4.85,0.7132,0.5393,0.3662,0.2229,0.1218,0.06,4.5,0.5393,-117,+117,over,fd,4.5,-113,0.0393,2026-08-18T15:30:56Z,2026-08-18T19:16:24Z,1,4,24,6.0,0,W,0,L,2026-08-19T05:29:03Z
2026-08-18,823586,804267,Zac Thornton,New York Mets,San Diego Padres,1,L,29,177,8,45.3,0,0,22.0,22.06,22.02,0.1942,0.879,previous,9,0.2025,0.916,0.1774,3.86,0.5401,0.35,0.2,0.1013,0.0457,0.0186,,,,,,,,,,,,,,,,,,,,,,,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.2058,0.931,0.1805,3.93,0.5534,0.363,0.2102,0.1079,0.0495,0.0204,,,,,,,,,,2026-08-18T15:30:56Z,2026-08-18T20:17:05Z,1,7,23,5.0,,,,,2026-08-19T05:29:03Z
2026-08-18,824075,678022,Jack Perkins,Athletics,Kansas City Royals,0,R,94,376,11,81.7,37,161,22.4,21.69,22.22,0.2413,1.092,previous,9,0.2089,0.946,0.2285,4.97,0.73,0.5602,0.3871,0.2401,0.1338,0.0673,3.5,-152,119,3.5,-154,120,4.5,150,-220,,,,"{""fd"":{""2.5"":[-460,null],""3.5"":[-154,null],""4.5"":[154,null],""5.5"":[350,null],""6.5"":[700,null]},""dk"":{""1.5"":[-1480,null],""2.5"":[-396,null],""3.5"":[-151,null],""4.5"":[153,null],""5.5"":[339,null],""6.5"":[770,null],""7.5"":[1560,null]},""czr"":{""2.5"":[-460,null],""3.5"":[-159,null],""4.5"":[143,null],""5.5"":[305,null],""6.5"":[700,null]},""mgm"":{""5.5"":[333,null],""4.5"":[165,null],""6.5"":[600,null],""3.5"":[-135,null],""2.5"":[-300,null]}}",3.5,0.73,-270,+270,over,mgm,4.5,150,0.1924,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.2018,0.913,0.2209,4.8,0.7061,0.5307,0.3578,0.2161,0.1172,0.0572,3.5,0.7061,-240,+240,over,mgm,4.5,150,0.1629,2026-08-18T15:30:56Z,2026-08-18T20:17:05Z,0,4,11,3.7,1,,1,,2026-08-19T05:29:03Z
2026-08-18,823667,641816,Tyler Mahle,Atlanta Braves,Minnesota Twins,0,R,105,448,20,106.7,66,346,22.2,22.58,22.29,0.2243,1.015,previous,9,0.206,0.932,0.2092,4.55,0.6662,0.4834,0.3131,0.1811,0.0938,0.0437,4.5,-128,101,4.5,-122,-104,4.5,-125,-115,,,,"{""fd"":{""2.5"":[-1100,null],""3.5"":[-340,null],""4.5"":[-122,null],""5.5"":[176,null],""6.5"":[370,null]},""czr"":{""2.5"":[-1700,null],""3.5"":[-325,null],""4.5"":[-137,null],""5.5"":[155,null],""6.5"":[305,null],""7.5"":[650,null],""8.5"":[1400,null]},""dk"":{""2.5"":[-890,null],""3.5"":[-303,null],""4.5"":[-129,null],""5.5"":[171,null],""6.5"":[361,null],""7.5"":[770,null],""8.5"":[1580,null]},""mgm"":{""4.5"":[-125,null],""5.5"":[165,null],""2.5"":[-700,null],""3.5"":[-275,null],""6.5"":[320,null]}}",4.5,0.4834,+107,-107,under,dk,4.5,101,0.0468,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.1995,0.903,0.2026,4.41,0.6423,0.4564,0.2887,0.1628,0.0821,0.0373,4.5,0.4564,+119,-119,under,dk,4.5,101,0.0738,2026-08-18T15:30:56Z,2026-08-18T19:46:31Z,1,3,25,6.7,0,W,0,W,2026-08-19T05:29:03Z
2026-08-18,823667,805673,Zebby Matthews,Minnesota Twins,Atlanta Braves,1,R,77,387,16,91.0,88,354,22.4,23.83,22.76,0.2125,0.962,previous,9,0.2074,0.938,0.1993,4.53,0.6626,0.4794,0.3098,0.179,0.0927,0.0433,4.5,102,-130,4.5,114,-146,4.5,100,-145,,,,"{""fd"":{""2.5"":[-700,null],""3.5"":[-235,null],""4.5"":[114,null],""5.5"":[230,null],""6.5"":[500,null]},""czr"":{""2.5"":[-750,null],""3.5"":[-240,null],""4.5"":[101,null],""5.5"":[210,null],""6.5"":[425,null],""7.5"":[900,null]},""dk"":{""1.5"":[-3300,null],""2.5"":[-650,null],""3.5"":[-233,null],""4.5"":[101,null],""5.5"":[224,null],""6.5"":[511,null],""7.5"":[1120,null]},""mgm"":{""6.5"":[380,null],""3.5"":[-200,null],""4.5"":[100,null],""2.5"":[-500,null],""5.5"":[200,null]}}",4.5,0.4794,+109,-109,over,fd,4.5,114,0.0389,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.2171,0.983,0.2088,4.75,0.6969,0.5195,0.3474,0.2082,0.112,0.0544,4.5,0.5195,-108,+108,over,fd,4.5,114,0.079,2026-08-18T15:30:56Z,2026-08-18T20:17:05Z,1,4,23,5.7,0,L,0,L,2026-08-19T05:29:03Z
2026-08-18,823749,682243,Bryce Miller,Seattle Mariners,Milwaukee Brewers,0,R,84,331,14,85.0,74,392,23.2,22.28,22.97,0.2334,1.056,previous,9,0.2143,0.97,0.2264,5.15,0.7536,0.5904,0.4183,0.267,0.1536,0.0798,5.5,112,-142,5.5,122,-156,5.5,-105,-140,,,,"{""fd"":{""2.5"":[-2000,null],""3.5"":[-520,null],""4.5"":[-210,null],""5.5"":[122,null],""6.5"":[240,null],""7.5"":[480,null]},""mgm"":{""4.5"":[-200,null],""6.5"":[200,null],""3.5"":[-450,null],""7.5"":[375,null],""5.5"":[100,null]},""czr"":{""3.5"":[-560,null],""4.5"":[-209,null],""5.5"":[106,null],""6.5"":[200,null],""7.5"":[390,null],""8.5"":[800,null]},""dk"":{""2.5"":[-1420,null],""3.5"":[-455,null],""4.5"":[-187,null],""5.5"":[115,null],""6.5"":[239,null],""7.5"":[487,null],""8.5"":[1020,null]}}",5.5,0.4183,+139,-139,under,mgm,5.5,-140,0.0493,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.2286,1.034,0.2413,5.49,0.7945,0.6453,0.4775,0.32,0.1939,0.1064,5.5,0.4775,+109,-109,over,fd,5.5,122,0.0525,2026-08-18T15:30:56Z,2026-08-18T20:46:09Z,1,3,23,4.7,0,W,0,L,2026-08-19T05:29:03Z
